,Region,Relationship,Sex,Age,Times Left the Country,Month of Last Departure,Year of Last Departure,Marital Status,Education Level,Usual Work,Reason for Leaving,Base,Country Stayed,Expected Return (Months),Worked Abroad,Work,Industry,Average Monthly Income,Months Worked,Returned,Month Returned,Year Returned,Return Reason,Expected Month Returned,Expected Year Returned,Remittance Received,Cash Remittance,Mode of Remittance,Remittance Spent,Consumptions,Investments,Savings,Gift/Donation,Other,Consumptions Percent,Investments Percent,Savings Percent,Gift/Donation Percent,Other Percent,Returned Apr-Sep,Cash Home,Receive Goods/Products,Total Imputed Value of Goods/Products,Past 6 Months Indicator
554,Cagayan Valley,Child,Female,36,2,October,2021,Divorced/Separated,,Clerical Support Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,26,Yes,Elementary Occupations,Other Service Activities,28000,47,No,,,,December,2023,With Remittance,89000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
555,Cagayan Valley,Child,Female,28,2,December,2021,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Clerical Support Workers,Administrative and Support Service Activities,154395,58,No,,,,December,2023,With Remittance,150000.0,Money Transer Service,,True,False,True,False,False,85.0,0.0,15.0,0.0,0.0,No,,Yes,32500.0,Yes
556,Cagayan Valley,Child,Female,28,1,September,2022,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Elementary Occupations,Other Service Activities,25000,12,No,,,,September,2024,With Remittance,85000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
557,Central Luzon,Spouse,Male,42,2,July,2023,Married/Living Together,,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,12,Yes,Technicians and Associate Professionals,"Electricity, Gas, Steam and Air Conditioning Supply",100000,24,Yes,July,2023,End of Contract,,,With Remittance,150000.0,Bank,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,Yes,150000.0,No,,Yes
558,Central Luzon,Spouse,Male,48,2,May,2019,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,52,Yes,Technicians and Associate Professionals,Transportation and Storage,80000,52,Yes,September,2023,End of Contract,,,With Remittance,210000.0,Bank,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,Yes,200000.0,Yes,21000.0,Yes
559,Central Luzon,Spouse,Male,35,1,July,2021,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Plant and Machine Operators and Assemblers,Manufacturing,40000,24,Yes,July,2023,End of Contract,,,With Remittance,176000.0,Bank,,True,False,True,True,True,50.0,0.0,20.0,10.0,20.0,Yes,20000.0,Yes,20000.0,Yes
560,Central Luzon,Parent,Female,52,5,February,2023,Widowed,College Undergraduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,7,Yes,Elementary Occupations,Other Service Activities,30000,7,Yes,September,2023,Other,,,With Remittance,45000.0,Money Transer Service,,True,False,False,False,True,30.0,0.0,0.0,0.0,70.0,Yes,10000.0,No,,Yes
561,Central Luzon,Spouse,Male,60,3,February,2022,Married/Living Together,College Graduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,12,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,40000,12,Yes,February,2023,End of Contract,,,With Remittance,90000.0,Bank,,True,False,True,True,False,70.0,0.0,20.0,10.0,0.0,No,,No,,No
562,Central Luzon,Head,Male,41,2,August,2022,Single,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,12,Yes,Service and Sales Workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,30000,24,Yes,August,2023,Other,,,With Remittance,40000.0,Money Transer Service,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,Yes,80000.0,Yes,20000.0,Yes
563,Central Luzon,Child,Male,34,2,May,2022,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Hongkong,10,Yes,Service and Sales Workers,Transportation and Storage,40000,10,Yes,March,2023,Other,,,With Remittance,80000.0,Bank,,True,False,True,False,False,75.0,0.0,25.0,0.0,0.0,No,,No,,No
564,Central Luzon,Child,Male,32,1,November,2022,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Hongkong,10,Yes,Service and Sales Workers,Transportation and Storage,40000,10,Yes,September,2023,Other,,,With Remittance,100000.0,Bank,,True,False,True,True,False,50.0,0.0,30.0,20.0,0.0,Yes,40000.0,Yes,7000.0,Yes
565,Central Luzon,Other,Female,32,1,March,2019,Single,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,25,Yes,Elementary Occupations,Other Service Activities,25000,25,Yes,April,2021,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
566,Central Luzon,Children's Spouse,Male,38,2,June,2019,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,48,Yes,Professionals,Manufacturing,100000,48,Yes,June,2023,End of Contract,,,With Remittance,180000.0,Bank,,True,True,True,False,False,50.0,30.0,20.0,0.0,0.0,Yes,350000.0,No,,Yes
567,Central Luzon,Spouse,Male,34,1,June,2023,Married/Living Together,College Undergraduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Japan,24,Yes,Craft and Related Trades Workers,Manufacturing,30000,3,No,,,,June,2025,With Remittance,45000.0,Money Transer Service,,True,False,True,False,False,70.0,0.0,30.0,0.0,0.0,No,,No,,Yes
568,Central Luzon,Head,Male,34,1,May,2022,Married/Living Together,College Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,15,Yes,Technicians and Associate Professionals,Agriculture and Forestry,35000,15,Yes,August,2023,End of Contract,,,With Remittance,170000.0,Bank,,True,False,True,False,False,90.0,0.0,10.0,0.0,0.0,Yes,70000.0,No,,Yes
569,Central Luzon,Head,Male,42,1,May,2019,Married/Living Together,College Graduate,Professionals,"Others, specify",,Australia,1,No,,,,,Yes,June,2019,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
570,Central Luzon,Other,Female,59,3,December,2018,Single,College Undergraduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,57,Yes,Elementary Occupations,Other Service Activities,25000,57,Yes,September,2023,End of Contract,,,With Remittance,90000.0,Money Transer Service,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,Yes,100000.0,No,,Yes
571,Central Luzon,Spouse,Male,44,4,December,2018,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,48,Yes,Plant and Machine Operators and Assemblers,Other Service Activities,45000,48,Yes,December,2022,End of Contract,,,With Remittance,216000.0,Bank,,True,True,False,False,False,80.0,20.0,0.0,0.0,0.0,No,,No,,No
572,Central Luzon,Spouse,Male,53,4,November,2018,Married/Living Together,College Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,55,Yes,Clerical Support Workers,Manufacturing,225000,55,Yes,June,2023,End of Contract,,,With Remittance,360000.0,Bank,,True,True,True,True,False,75.0,10.0,10.0,5.0,0.0,Yes,200000.0,No,,Yes
573,Central Luzon,Child,Male,43,2,June,2021,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,88,Yes,Managers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,105000,39,No,,,,,,With Remittance,40000.0,Bank,,True,False,False,True,False,40.0,0.0,0.0,60.0,0.0,No,,No,,Yes
574,Central Luzon,Children's Spouse,Female,42,2,June,2021,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,88,Yes,Clerical Support Workers,Construction,120000,39,No,,,,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,Yes
575,Central Luzon,Child,Male,23,1,January,2023,Single,College Undergraduate,Non-gainful occupations,Student,,North and South America,88,No,,,,,No,,,,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
576,Central Luzon,Children's Spouse,Male,39,1,June,2021,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,25,Yes,Professionals,Construction,20000,25,Yes,July,2023,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,50000.0,No,,Yes
577,Central Luzon,Children's Spouse,Male,50,2,February,2021,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,North and South America,88,Yes,Service and Sales Workers,Public Administration and Defense; Compulsory Social Security,100000,31,No,,,,,,With Remittance,360000.0,Bank,,True,True,True,True,False,60.0,10.0,10.0,20.0,0.0,No,,No,,Yes
578,Central Luzon,Child,Male,35,1,June,2021,Single,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in East Asia,26,Yes,Professionals,Education,180000,26,Yes,August,2023,End of Contract,,,With Remittance,300000.0,Bank,,True,False,True,True,False,50.0,0.0,30.0,20.0,0.0,Yes,8000000.0,Yes,30000.0,Yes
579,Central Luzon,Spouse,Male,41,6,December,2018,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,57,Yes,Craft and Related Trades Workers,Manufacturing,325000,57,Yes,September,2023,End of Contract,,,With Remittance,1560000.0,Bank,,True,True,True,True,False,50.0,20.0,25.0,5.0,0.0,Yes,600000.0,No,,Yes
580,Central Luzon,Head,Female,66,1,March,2019,Married/Living Together,,Technicians and Associate Professionals,Tourist,,Australia,12,No,,,,,Yes,March,2020,Visit,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
581,Central Luzon,Head,Male,41,1,December,2019,Married/Living Together,,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,10,Yes,Professionals,Information and Communication,60000,10,Yes,October,2020,Covid-19,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
582,Central Luzon,Child,Male,38,6,October,2018,Married/Living Together,,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,56,Yes,Craft and Related Trades Workers,Manufacturing,30000,56,Yes,June,2023,End of Contract,,,With Remittance,40000.0,Bank,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,200000.0,Yes,70000.0,Yes
583,Central Luzon,Head,Female,36,1,October,2018,Married/Living Together,Post Baccalaureate/ Post Graduate,Managers,Tourist,,Singapore,1,No,,,,,Yes,November,2018,Visit,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
584,Central Luzon,Spouse,Male,41,4,December,2019,Married/Living Together,College Graduate,Managers,Tourist,,Other Countries in East Asia,3,No,,,,,Yes,March,2020,Visit,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
585,Central Luzon,Child,Female,19,1,October,2018,Single,College Undergraduate,Non-gainful occupations,Tourist,,Singapore,1,No,,,,,Yes,November,2018,Visit,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
586,Central Luzon,Spouse,Female,42,2,January,2022,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Service and Sales Workers,Other Service Activities,30000,20,No,,,,January,2024,With Remittance,90000.0,Money Transer Service,,True,False,True,False,False,90.0,0.0,10.0,0.0,0.0,No,,No,,Yes
587,Central Luzon,Children's Spouse,Male,51,1,February,2023,Married/Living Together,Junior High Graduate,Clerical Support Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,North and South America,24,Yes,Service and Sales Workers,Accommodation and Food Service Activities,40000,7,No,,,,February,2025,With Remittance,95000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
588,Central Luzon,Child,Male,33,1,December,2021,Single,Junior High Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Taiwan,24,Yes,Plant and Machine Operators and Assemblers,Manufacturing,30000,21,No,,,,December,2023,With Remittance,80000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
589,Central Luzon,Spouse,Female,56,1,October,2022,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Elementary Occupations,Other Service Activities,25000,11,No,,,,October,2024,With Remittance,64000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
590,Central Luzon,Children's Spouse,Male,26,1,September,2023,Married/Living Together,,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Sea-based,Other Countries in East Asia,8,Yes,Technicians and Associate Professionals,Transportation and Storage,35000,0,No,,,,May,2024,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,Yes
591,Central Luzon,Parent,Female,46,1,April,2021,Divorced/Separated,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,36,Yes,Service and Sales Workers,Accommodation and Food Service Activities,30000,29,No,,,,April,2024,With Remittance,95000.0,Money Transer Service,,True,False,True,False,False,85.0,0.0,15.0,0.0,0.0,No,,No,,Yes
592,Central Luzon,Spouse,Male,38,5,January,2023,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,7,Yes,Service and Sales Workers,Manufacturing,30000,7,Yes,August,2023,End of Contract,,,With Remittance,75000.0,Bank,,True,False,True,False,False,75.0,0.0,25.0,0.0,0.0,Yes,50000.0,Yes,12500.0,Yes
593,Central Luzon,Spouse,Male,33,1,February,2022,Married/Living Together,Junior High Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Craft and Related Trades Workers,Manufacturing,30000,19,No,,,,February,2024,With Remittance,100000.0,Bank,,True,False,True,False,False,75.0,0.0,25.0,0.0,0.0,No,,No,,Yes
594,Central Luzon,Spouse,Male,38,1,July,2023,Married/Living Together,Junior High Graduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Land-based,Taiwan,25,Yes,Technicians and Associate Professionals,Manufacturing,25000,2,No,,,,August,2025,With Remittance,28000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
595,Central Luzon,Head,Male,27,1,July,2022,Single,,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,12,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,40000,12,Yes,July,2023,End of Contract,,,With Remittance,40000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,70000.0,Yes,23000.0,Yes
596,Central Luzon,Spouse,Male,35,1,August,2022,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,36,Yes,Craft and Related Trades Workers,Manufacturing,30000,13,No,,,,August,2025,With Remittance,120000.0,Bank,,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,,No,,Yes
597,Central Luzon,Spouse,Male,43,1,November,2022,Married/Living Together,,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,9,Yes,Technicians and Associate Professionals,Transportation and Storage,40000,9,Yes,August,2023,End of Contract,,,With Remittance,70000.0,Money Transer Service,,True,False,True,False,False,85.0,0.0,15.0,0.0,0.0,Yes,60000.0,Yes,18000.0,Yes
598,Central Luzon,Head,Male,43,1,December,2019,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,41,Yes,Technicians and Associate Professionals,Accommodation and Food Service Activities,25000,41,Yes,May,2023,End of Contract,,,With Remittance,15000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,70000.0,Yes,35000.0,Yes
599,Central Luzon,Child,Male,29,3,January,2023,Single,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,15,Yes,Professionals,"Professional, Scientific and Technical Activities",50000,8,No,,,,April,2024,With Remittance,90000.0,Bank,,True,True,True,True,False,30.0,30.0,20.0,20.0,0.0,No,,No,,Yes
600,Central Luzon,Spouse,Male,44,5,January,2023,Married/Living Together,,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,12,Yes,Technicians and Associate Professionals,Construction,50000,8,No,,,,January,2024,With Remittance,150000.0,Money Transer Service,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,No,,No,,Yes
601,Central Luzon,Spouse,Male,54,4,February,2023,Married/Living Together,,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Sea-based,Kuwait,6,Yes,Technicians and Associate Professionals,Transportation and Storage,300000,6,Yes,August,2023,End of Contract,,,With Remittance,600000.0,Bank,,True,True,True,False,False,50.0,30.0,20.0,0.0,0.0,Yes,400000.0,No,,Yes
602,Central Luzon,Spouse,Male,58,2,March,2023,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,6,Yes,Technicians and Associate Professionals,Transportation and Storage,200000,6,Yes,September,2023,End of Contract,,,With Remittance,380000.0,Bank,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,Yes,600000.0,No,,Yes
603,Central Luzon,Child,Male,29,2,February,2023,Single,College Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,6,Yes,Professionals,Construction,100000,6,Yes,August,2023,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,200000.0,Yes,55000.0,Yes
604,Central Luzon,Spouse,Female,38,1,April,2021,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,26,Yes,Elementary Occupations,Other Service Activities,20000,26,Yes,June,2023,End of Contract,,,With Remittance,10000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,20000.0,No,,Yes
605,Central Luzon,Spouse,Male,37,1,November,2020,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,34,Yes,Craft and Related Trades Workers,Manufacturing,80000,34,Yes,September,2023,End of Contract,,,With Remittance,200000.0,Bank,,True,True,True,False,False,50.0,30.0,20.0,0.0,0.0,Yes,80000.0,No,,Yes
606,Central Luzon,Spouse,Male,49,2,January,2023,Married/Living Together,,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,23,Yes,Technicians and Associate Professionals,Manufacturing,40000,20,No,,,,December,2024,With Remittance,120000.0,Bank,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,No,,No,,Yes
607,Central Luzon,Parent,Female,38,2,July,2022,Single,College Undergraduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,23,Yes,Service and Sales Workers,Human Health and Social Work Activities,30000,23,No,,,,June,2024,With Remittance,40000.0,Money Transer Service,,True,True,False,True,False,60.0,30.0,0.0,10.0,0.0,No,,No,,Yes
608,Central Luzon,Spouse,Female,41,1,August,2023,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Service and Sales Workers,Other Service Activities,25000,1,No,,,,August,2025,With Remittance,15000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
609,Central Luzon,Child,Male,36,1,December,2019,Single,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,48,Yes,Service and Sales Workers,Accommodation and Food Service Activities,30000,45,No,,,,December,2023,With Remittance,95000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
610,Central Luzon,Children's Spouse,Male,49,1,June,2020,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,60,Yes,Plant and Machine Operators and Assemblers,Other Service Activities,30000,39,No,,,,June,2025,With Remittance,100000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
611,Central Luzon,Head,Male,43,1,August,2020,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,24,Yes,Service and Sales Workers,Accommodation and Food Service Activities,30000,24,Yes,August,2022,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
612,Central Luzon,Spouse,Female,40,1,March,2022,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Elementary Occupations,Other Service Activities,25000,18,No,,,,March,2024,With Remittance,72000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
613,Central Luzon,Child,Female,29,1,August,2022,Divorced/Separated,Junior High Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,24,Yes,Elementary Occupations,Other Service Activities,30000,13,No,,,,August,2024,With Remittance,85000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
614,Central Luzon,Child,Female,47,1,August,2020,Divorced/Separated,Junior High Graduate,Technicians and Associate Professionals,Tourist,,Japan,0,No,,,,,Yes,August,2020,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
615,Central Luzon,Spouse,Male,58,5,February,2023,Married/Living Together,College Undergraduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,0,Yes,Plant and Machine Operators and Assemblers,Public Administration and Defense; Compulsory Social Security,80000,0,Yes,February,2023,End of Contract,,,With Remittance,250000.0,Bank,,True,True,True,False,False,30.0,20.0,50.0,0.0,0.0,No,,No,,No
616,Central Luzon,Spouse,Male,42,5,March,2022,Married/Living Together,,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,9,Yes,Service and Sales Workers,Transportation and Storage,70000,9,Yes,December,2022,End of Contract,,,With Remittance,195000.0,Bank,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,No,,No,,No
617,Central Luzon,Spouse,Male,54,5,August,2023,Married/Living Together,,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Australia,0,Yes,Professionals,Transportation and Storage,80000,0,Yes,August,2023,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,100000.0,No,,Yes
618,Central Luzon,Spouse,Male,33,5,January,2023,Married/Living Together,Junior High Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,17,Yes,Technicians and Associate Professionals,Manufacturing,60000,17,No,,,,June,2024,With Remittance,120000.0,Bank,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,No,,No,,Yes
619,Central Luzon,Parent,Female,37,2,October,2022,Divorced/Separated,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,24,Yes,Elementary Occupations,Other Service Activities,20000,11,No,,,,October,2024,With Remittance,60000.0,Money Transer Service,,True,True,False,False,False,50.0,50.0,0.0,0.0,0.0,No,,No,,Yes
620,Central Luzon,Children's Spouse,Male,32,1,September,2020,Married/Living Together,Junior High Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,88,Yes,Craft and Related Trades Workers,Construction,30000,36,No,,,,,,With Remittance,90000.0,Money Transer Service,,True,True,True,False,False,50.0,20.0,30.0,0.0,0.0,No,,No,,Yes
621,Central Luzon,Spouse,Female,32,1,July,2023,Married/Living Together,Elementary Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,25,Yes,Elementary Occupations,Other Service Activities,22000,2,No,,,,August,2025,With Remittance,20000.0,Money Transer Service,Consumptions,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,,No,,Yes
622,Central Luzon,Child,Male,42,1,June,2019,Single,Junior High Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,4,Yes,Technicians and Associate Professionals,Human Health and Social Work Activities,40000,4,Yes,October,2019,End of Contract,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
623,Central Luzon,Children's Spouse,Male,38,5,April,2023,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Other Countries in East Asia,9,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,60000,5,No,,,,January,2024,With Remittance,240000.0,Bank,,True,False,True,True,False,60.0,0.0,20.0,20.0,0.0,No,,No,,Yes
624,Central Luzon,Head,Male,41,3,June,2021,Single,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,25,Yes,Craft and Related Trades Workers,Manufacturing,30000,25,Yes,July,2023,End of Contract,,,With Remittance,60000.0,Bank,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,Yes,100000.0,No,,Yes
625,Central Luzon,Sibling,Female,35,2,August,2021,Single,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in East Asia,28,Yes,Elementary Occupations,Manufacturing,40000,25,No,,,,December,2023,With Remittance,60000.0,Bank,,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,,No,,Yes
626,Central Luzon,Sibling,Male,39,2,January,2021,Single,,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,35,Yes,Craft and Related Trades Workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,30000,32,No,,,,December,2023,With Remittance,30000.0,Bank,,True,False,True,False,True,40.0,0.0,50.0,0.0,10.0,No,,No,,Yes
627,Central Luzon,Head,Male,50,2,April,2019,Married/Living Together,,Service and Sales Workers,Tourist,,North and South America,1,No,,,,,Yes,May,2019,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,Yes,100000.0,No,,No
628,Central Luzon,Spouse,Female,42,1,April,2019,Married/Living Together,College Graduate,Service and Sales Workers,Tourist,,North and South America,1,No,,,,,Yes,May,2019,Other,,,No Remittance,,,,False,False,False,False,False,,,,,,No,,No,,No
629,Central Luzon,Child,Female,29,1,March,2023,Divorced/Separated,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,9,Yes,Service and Sales Workers,Other Service Activities,30000,6,No,,,,December,2023,With Remittance,90000.0,Money Transer Service,,True,False,True,True,False,50.0,0.0,30.0,20.0,0.0,No,,Yes,42000.0,Yes
